train_size,rmse_ols,rmse_rf,rmse_xgb
10,47443773105.17915,0.04732042571479877,0.05240139571917958
11,61829915875.587746,0.04684081880909413,0.051236225635322895
12,12174530987.466665,0.04673403545567097,0.050861065252569906
13,2931336460.8244915,0.04689331433661397,0.05018379690845335
14,0.26871918388743915,0.04646273549223405,0.0501016518630281
15,0.27190912510045245,0.04669915815496134,0.04980246146361432
16,0.23257217947383607,0.046435021762691896,0.049710082541674944
17,0.38117196755437593,0.046428138298781035,0.04999585541326405
18,0.5210469832849557,0.04619582607841461,0.04939862723337418
19,0.6292075871316856,0.046222559628084754,0.049112667369688646
20,0.47823052964013985,0.04643293637090292,0.04963347918012091
21,0.28001398085933904,0.046046965796521504,0.04929654578833446
22,0.3133139634262373,0.04611486260305686,0.048475957335449425
23,0.3056213987447473,0.04596443342163462,0.049245185712506113
24,0.29192012073949747,0.04616621517418642,0.04822241329126993
25,0.31591134836610635,0.04589475392924006,0.048846113942724395
26,0.25995027841548507,0.04603287362514716,0.04829439924101557
27,0.070550145493657,0.045715635058676644,0.04816950453897034
28,0.06807116349810015,0.045695557261408296,0.04811958760548982
29,0.06383913764797443,0.04580431870106521,0.048026034233550334
30,0.06361044097739864,0.04560243544182092,0.04810813026641445
31,0.06633120813206451,0.045569077509537315,0.048476156817405816
32,0.06551421902170898,0.045566881109430905,0.04805078457672477
33,0.06503749869197668,0.04560224480606583,0.04800826244618008
34,0.059311381771061475,0.04558794579607736,0.04803808940674676
35,0.0575748102597024,0.04557267504073011,0.04771799677107778
36,0.057149508312498716,0.045685226212613235,0.047798213702867035
37,0.056904480881066234,0.04549718777344641,0.047876782965904995
38,0.056489998154111834,0.04558936911108436,0.04773644626953243
39,0.05613103705964087,0.04562360129440488,0.04797372159492811
40,0.05577784796876621,0.045674545499812945,0.047383279732551985
41,0.05383230543981843,0.04557645765730042,0.04749189342982576
42,0.05176066147165783,0.045546977054584076,0.04753745458804818
43,0.05145093367640436,0.04524515370268213,0.04740399182909507
44,0.04817055773778452,0.04523923668119736,0.04761644567031548
45,0.047711562915182186,0.045289272565960825,0.047292858807260925
46,0.04759852927185609,0.0454737165451707,0.04755026988273092
47,0.047450689279099074,0.04537819940549582,0.04744701734052004
48,0.04736788507323018,0.04543817392265868,0.04729055807981116
49,0.047229346663977774,0.045264083106944436,0.04726343560128423
50,0.046864550309169854,0.04512045744276366,0.04716255807664182
51,0.04674119122738903,0.0452422754578244,0.047361497032789905
52,0.0467066205259429,0.04515355394271915,0.04704115264557305
53,0.046575152696374314,0.04535631143757883,0.04713075331363697
54,0.046586946606060636,0.045449147971171444,0.046975158302118764
55,0.046481312001380184,0.045216216159393655,0.047803229231295534
56,0.04615478993583201,0.04539106800038294,0.04686821244506277
57,0.046063562052571484,0.04555216537611141,0.04733622914967596
58,0.04592354470800637,0.04524034186192884,0.04748450711573751
59,0.04566433916394004,0.045032770416288885,0.047288790779817846
60,0.04553019744305666,0.045018184472814075,0.047212426057802306
61,0.04528877813718762,0.04517366448934795,0.046956828666273605
62,0.04526803796714892,0.04545201552852337,0.04726668982531407
63,0.045243367508968,0.04530258697900834,0.0472975547785038
64,0.045129468976308075,0.0455765889373978,0.04736984500243846
65,0.04498956536956404,0.045451786210431375,0.04750729087949156
66,0.04477468290583114,0.04572743681991429,0.04765391438805106
67,0.044698211628421344,0.0452085888115047,0.04717259610391805
68,0.04454235525232625,0.04545113075815559,0.04755555607789662
69,0.04444256135725429,0.045280196035299376,0.04712659970584133
70,0.044496767516063185,0.04552168387990486,0.04764168574139274
