train_size,rmse_ols,rmse_rf,rmse_xgb
10,6.943383643819615,0.04735173676646094,0.052277709839398966
11,0.31365724895709596,0.046889402396829906,0.05142503498724859
12,0.1817252950998738,0.04689234496731853,0.05091532199671444
13,0.133124275962899,0.04700280741015632,0.050219974294537555
14,0.11272173848465858,0.046579314449065615,0.050278855305695876
15,0.09365219440125044,0.04666613904275565,0.05022317840530923
16,0.08710189693129497,0.046522794828912556,0.04980145063442481
17,0.08206737146367087,0.04646432711482263,0.05013221787370175
18,0.07705013722826527,0.046085358121053625,0.04934681563007847
19,0.07021052596354985,0.04639508969899736,0.04918799770660796
20,0.06827603208119364,0.04650346074952016,0.04950675717421912
21,0.06547265770920228,0.04623628068536945,0.04946383588978652
22,0.06378419011558027,0.04641044069787163,0.04869515064560118
23,0.06218997762686652,0.046041437894009406,0.0494451035616527
24,0.06029497588190046,0.04635624199292743,0.04837406490893699
25,0.05880754287689418,0.046142884528330555,0.049036987702366135
26,0.057846698300289205,0.046264296516969415,0.048683701858866266
27,0.05708804012651677,0.045936024144700716,0.04843654906476972
28,0.056794120828518334,0.04571576593557767,0.04853879117967495
29,0.056028992689091076,0.045903810977525474,0.04810633760015029
30,0.054974056303733164,0.04578890830171045,0.04851540497663354
31,0.05418581450370839,0.04573393251770579,0.048415047360922656
32,0.0533388593156288,0.04583962258882832,0.04835566076378012
33,0.05283209564598684,0.045858961502721056,0.04849898356459197
34,0.052683903122321914,0.045709565838329455,0.04820024504015396
35,0.052433109142603414,0.045754300187577944,0.04823210561078177
36,0.05218071394671054,0.04590206072099986,0.048095743246602214
37,0.05151583550943768,0.04604195780032472,0.04819482265422495
38,0.051025535953263326,0.04605676757494541,0.04807968119902689
39,0.050583375750567074,0.046169643962871015,0.04826967831867883
40,0.05012612091603466,0.04587778230301296,0.04779027214819592
41,0.04979426161832363,0.04583853057500057,0.04799543754396911
42,0.049446374970642325,0.0459772323956112,0.048143149152505386
43,0.049223324152162164,0.04564701026171062,0.04788337646348163
44,0.04886162339425656,0.04566592808570283,0.047763281787973726
45,0.04852770311499999,0.04562325472088643,0.04770054657851157
46,0.04838610188215144,0.04593310347973417,0.047664000192198595
47,0.04822674306069949,0.04573782423228714,0.048039071712778256
48,0.047957242148605236,0.04559051925710909,0.047452205624427445
49,0.04782938172788065,0.04552645304281023,0.047616244077948615
50,0.047319219932054984,0.04517489516065816,0.04779530432548296
51,0.04726551110906224,0.04554925844104393,0.04765463095266404
52,0.047194484706631894,0.04546596574816901,0.047508946470201485
53,0.04716751093712074,0.045629494511329347,0.04734647587423617
54,0.047217531575290975,0.0456960253652793,0.04773821657723484
55,0.047049706349059986,0.04561369241016138,0.048058218320089635
56,0.046834729774073165,0.045560724147476715,0.04744918132579465
57,0.04677966009411898,0.04576908238815983,0.04767210873754169
58,0.046548976438772253,0.045400665933560846,0.047724533867203
59,0.04621408668997894,0.045304512912429686,0.04759665469605807
60,0.04608182240079665,0.04530863364466006,0.04748889456090394
61,0.04580385224625846,0.045400187246267626,0.04779725875553684
62,0.045701875165355524,0.04569566325556196,0.047420880599156
63,0.04570451610749831,0.04578314935867016,0.04772521585192693
64,0.045601889886393965,0.04560407610970577,0.04792687129305751
65,0.045413474638493816,0.04582078678223431,0.04747134240761224
66,0.04538195187769787,0.04593461925762192,0.047766606539424585
67,0.04539031260256494,0.045402665978537676,0.04725474439101043
68,0.04526505961201226,0.04565130068246304,0.047609231056000435
69,0.045127162055683144,0.04564044368264099,0.04743119124237244
70,0.0451436887155865,0.04581905008419137,0.047699246699100764
