train_size,rmse_ols,rmse_rf,rmse_xgb
10,3.2948795666376025,0.04731019558518857,0.05254988367639833
11,0.3494046255406255,0.04687076229498556,0.0514291633978687
12,0.17628780116028014,0.04682302152345044,0.05081848130927965
13,0.12720619421116647,0.04694606980908038,0.05041419684704735
14,0.11023622853674431,0.04641207916727821,0.0499103659593576
15,0.09427067223987519,0.04670357619544122,0.049716063478372846
16,0.0854995248541806,0.04651761679677595,0.04983194663372036
17,0.08188066915578641,0.04654708183550269,0.05015939748296018
18,0.07534534632135613,0.04619493759323149,0.04952635978514207
19,0.07055168374876061,0.04629860993641196,0.04913895560720014
20,0.06830448441573438,0.04659312588593044,0.049524352188046225
21,0.06640241712489042,0.04641706421630437,0.049395280599890255
22,0.06444360079884653,0.04620166741513788,0.04884886404534764
23,0.06310097522772129,0.04605298556655818,0.04972130317999463
24,0.06172415168716188,0.046411849751862196,0.048998495442792486
25,0.06013270453761529,0.046307694343203434,0.04910050757128015
26,0.05932826568426721,0.04632783901754932,0.048717601382126614
27,0.05798711211388826,0.04599926769549835,0.048627180945868605
28,0.05722100844544922,0.045772249510955695,0.04862190772181013
29,0.0558919228795531,0.04594035196789652,0.048322781213549555
30,0.05494832583206934,0.04563015872778353,0.048619821057062855
31,0.054274719162874914,0.045726932397026944,0.04844222955546863
32,0.05319748339369393,0.04577490585752786,0.04854240094782532
33,0.05295650706432253,0.045733918480743506,0.048028431541572075
34,0.05297420097337107,0.04562511900383372,0.048314319170352456
35,0.05266301638365751,0.045578186651217,0.04794145642784018
36,0.05253191198242128,0.04585950401291125,0.04812932638995318
37,0.051669514405585905,0.04572935181081981,0.048000149808943675
38,0.05127065941198779,0.04588113132769393,0.047909792915877734
39,0.050886616414457374,0.045814751129463364,0.04818762534457399
40,0.05067585038049261,0.04591359136063602,0.047720594334309106
41,0.050252650543312405,0.04560410996954864,0.047927268254422374
42,0.05005651420724018,0.045830550902385345,0.04795652723618931
43,0.05008254940979322,0.04556705127550266,0.047868781698076665
44,0.049723577007670924,0.04539553563981301,0.04773921778347603
45,0.049065078753368456,0.0455026863920261,0.04766535756236367
46,0.04899474998807785,0.04564586192460515,0.047797085407985294
47,0.04874017905857491,0.04562049797057459,0.047949457659781904
48,0.048540393478339064,0.04559503238408576,0.04766957734749966
49,0.04837443343712147,0.04542316111849455,0.04802272240306134
50,0.04795736338328772,0.045106408223589425,0.04761288130267624
51,0.04777838378678742,0.0453834189402638,0.047434394623897896
52,0.047702458612507624,0.04518716089595502,0.04737420238654463
53,0.04774220289483731,0.04523346730133323,0.047542440059162486
54,0.047734157454182184,0.04564209554931356,0.04743372504303511
55,0.04764137936657106,0.045447771904326355,0.0477282728927247
56,0.047487536833645455,0.04546065713927326,0.04727392153186631
57,0.047431704596621306,0.04542588310752163,0.047589736003803215
58,0.047245446536481245,0.045371075488327625,0.047901052922243566
59,0.04687213400112381,0.04527970354302008,0.04772365915151838
60,0.04682372551102442,0.04526981399142049,0.047584427065109854
61,0.046685184767682616,0.04524907966739499,0.04763636320023259
62,0.046434999832328634,0.045593758320352125,0.0471780486749777
63,0.04631590894760196,0.04554335438271447,0.04766925239558069
64,0.046116304654314225,0.04572003742254616,0.047458713306705994
65,0.0459444046790234,0.045664246703284145,0.04747386457080254
66,0.045899652686374415,0.045729661445935404,0.04767202499902041
67,0.04590841198738927,0.04527417414922387,0.04736615212207388
68,0.04575920213448783,0.045572649078309414,0.04729493909311361
69,0.04563678731036028,0.04559047404711257,0.047251639051871894
70,0.04566033396011851,0.04570968583690113,0.04760621239274344
