train_size,rmse_ols,rmse_rf,rmse_xgb
10,0.30587435961452347,0.047612071797129354,0.05301206984145298
11,0.1593696828132147,0.04710303563659188,0.051805545664303954
12,0.1316381546159595,0.04703055362285039,0.05129397117140458
13,0.10423528185150194,0.04710728321038755,0.05074474692485188
14,0.08870092406202712,0.046659959065567774,0.05075564382550753
15,0.07825459597399798,0.04695849974338611,0.05031155559377183
16,0.07251440865366887,0.046650419626664455,0.05045686933372371
17,0.06845703359413484,0.04669226229043348,0.050705634874172505
18,0.06489398423012153,0.04630003361009959,0.049951033132591985
19,0.0627505352080315,0.046443014435046365,0.049465860929252196
20,0.06178675865342217,0.04664487682783412,0.05017704816905403
21,0.06020333964614306,0.046199221103021236,0.04983923998053131
22,0.05884232982626694,0.046328656677204004,0.04925379808039694
23,0.057386797328123004,0.04606314986857728,0.04972748054004906
24,0.056538576160934766,0.04633538434207271,0.048818171748346316
25,0.05551250596130242,0.0460758530342751,0.04925860552016603
26,0.05487786015544759,0.04620232013019786,0.04901398545726392
27,0.05423216452508625,0.045869069223977516,0.048804237370483845
28,0.05414321693920357,0.04576956938194312,0.048662497685769045
29,0.053195917866893434,0.04579078597331209,0.04856750350214205
30,0.05236975766313326,0.04570265361975111,0.04900414640431966
31,0.05166819955695585,0.045689515919205975,0.04911772382318642
32,0.05068557035538904,0.04562483467140585,0.04874516769174907
33,0.0504339673414454,0.04570094978943404,0.0485715359099179
34,0.050255221844834955,0.045682173780295994,0.04829406591324655
35,0.05020393578782094,0.04567699963263562,0.04832206641327596
36,0.049905755023417715,0.04573155336783075,0.04828565112819861
37,0.0491682559578389,0.045594773980713425,0.04846022368772462
38,0.04873054421038278,0.04564417240123259,0.04822365230759658
39,0.04834965196514575,0.04580066793395621,0.048330468507073274
40,0.04812902911424325,0.04573549417253992,0.04804448952835943
41,0.04780898744108667,0.04566388755377276,0.04799850924863391
42,0.04758672158916778,0.045648100974475185,0.04809273423724144
43,0.047407869236490825,0.04535407935951827,0.04794972933220298
44,0.04708298134024411,0.045275517066490543,0.048117539919389406
45,0.04663078672416227,0.045226551390934545,0.04836022879759893
46,0.04657796521788903,0.045458329154270935,0.048026771796539046
47,0.04644861702487258,0.04541629775362087,0.04814963219468697
48,0.04634625200829975,0.04545578436051395,0.04792446616624433
49,0.04622360503337537,0.04538198302415215,0.04823554596727119
50,0.04585483132780552,0.04508134700889868,0.04821110818290003
51,0.04570593422555341,0.04528031531072705,0.04767257255627409
52,0.04568762365348589,0.045055320370005335,0.047605752771731465
53,0.045698467341600005,0.045395725566703314,0.047743648064257155
54,0.04570271291523598,0.04557230060733578,0.04785499527524375
55,0.045602001106572435,0.04527579855870012,0.04799359377750188
56,0.045482377412320314,0.04540246176433122,0.04759975938508973
57,0.04541580959338378,0.045485213960370724,0.04777238870467865
58,0.04527078393407177,0.045212370306069984,0.047859317630998974
59,0.04501955378608242,0.045070186452385204,0.04796717845270783
60,0.044904638031288725,0.045024137881716525,0.04754765248930488
61,0.04466750686671092,0.045039434083474814,0.047274602085526314
62,0.0445899286300929,0.04534468535717427,0.04745472981351318
63,0.04459261404243586,0.04538298959968677,0.04780320247086375
64,0.044481359100142094,0.045501220496856,0.047824056019814216
65,0.04435457428300803,0.04548258748375012,0.04789648104510453
66,0.0442584491936922,0.045680294282914195,0.04812672956296935
67,0.04427472618333508,0.0452340427932644,0.04749042767147694
68,0.044141670882852625,0.045353872919608955,0.0475751929970748
69,0.044054530990993934,0.04531344592007178,0.04777184628774228
70,0.04411410173772278,0.04552326262747692,0.04800477992704117
