train_size,rmse_ols,rmse_rf,rmse_xgb
10,14.336698809956317,0.04716060250996945,0.05250312449303898
11,0.3380585424281676,0.04681423002965714,0.05157778682727065
12,0.18171500085667414,0.046774885654273,0.05103342183216708
13,0.12715744300726645,0.04685152474571474,0.050528578440280296
14,0.1043746605642163,0.04648295904048517,0.050565545645702564
15,0.08967518890721335,0.04679681000639177,0.05001232335477011
16,0.0807849240510874,0.04652517583938472,0.050151861240291404
17,0.07454815769999018,0.04636158649155526,0.05021421295027271
18,0.06909248929301545,0.04604111874468099,0.04955159367140053
19,0.06637914491902412,0.0461338390561478,0.049315135164824705
20,0.06519572117959042,0.04642676377782302,0.049727947075105666
21,0.06302112661771453,0.04584809494008431,0.04918810018284796
22,0.06156621930020539,0.04595938337901979,0.04880074143276161
23,0.05984300983081587,0.04567804750406572,0.0492224414537555
24,0.05897968064532136,0.04610097075393358,0.048499270128199296
25,0.05768231179824938,0.0456632259114998,0.048956252557980674
26,0.05666935143421212,0.045803631534859904,0.048331497984105826
27,0.05580797944745822,0.04546095019297526,0.04846982314765589
28,0.05574325741321417,0.04551595179759773,0.04825450389112159
29,0.054609893510180946,0.04544228681249227,0.047983388636858935
30,0.053589891626543845,0.045461289523010456,0.04824317090819501
31,0.05279576302673126,0.045254190206621026,0.0485246290068485
32,0.05193310313288972,0.045359244896613644,0.0480687381400526
33,0.051614454288942506,0.0454358322563265,0.047845634532368904
34,0.051349548151786696,0.04549706810360876,0.047977074106874414
35,0.0512730085058657,0.045486831376781466,0.04787725850741926
36,0.050994204881930585,0.04552265629232591,0.04772068366637266
37,0.05014680786224245,0.045467558640603076,0.04793133407044777
38,0.04966509956312835,0.045569073835929876,0.04792841306092344
39,0.04926518786065077,0.04553760379510875,0.04805911297301931
40,0.04899320226847526,0.045403862565946675,0.047799902046016446
41,0.048756760527899616,0.045454306274547614,0.0476276456672222
42,0.04855002236556266,0.04564439992098562,0.04776553029065539
43,0.04828558585275628,0.045350788231175936,0.04771961479278522
44,0.048085482845435665,0.04521497622971232,0.04767266642513102
45,0.04763164245069408,0.04521327903587396,0.04781691054866228
46,0.04750862865875184,0.04537496732798071,0.04770320752499866
47,0.047326842710014895,0.04534548306280912,0.047935936265629614
48,0.04720846283150546,0.04538817728669465,0.04764248858980468
49,0.047089333735354545,0.045252762289636574,0.047913867049519096
50,0.04664111917561059,0.045034775822006025,0.04763061274866937
51,0.04650880802255126,0.04529219552119268,0.047424877619673886
52,0.046532620047904684,0.04514244715658678,0.04741539200306125
53,0.04658676206621439,0.045345458659357595,0.04768657324758721
54,0.04653045509405001,0.045601055455054246,0.04750897343722692
55,0.04643506327429002,0.04541639531464623,0.04773012261169627
56,0.04630832102685311,0.04549013426986278,0.04729233781920023
57,0.04616774178468663,0.04542936890482103,0.047683884862239075
58,0.04599179122607561,0.045226360712885605,0.048018395243411595
59,0.04572356046228157,0.045009833644327035,0.04763448499995909
60,0.0455732270543281,0.045136968088207066,0.04783614326734713
61,0.045333439105011294,0.04515975206121904,0.04765397744708405
62,0.04523064548599571,0.04548831960111344,0.047454027870934105
63,0.045190927767405756,0.045360252676608884,0.04738103066289927
64,0.045021566704358244,0.04545786472520278,0.04764117656515388
65,0.044874819911134185,0.045347196832750805,0.0476221103420429
66,0.04479177606121909,0.045676747725373126,0.048060911173670486
67,0.04482296888048115,0.04523106637749492,0.047457912967994925
68,0.044741158844806186,0.04542408898794166,0.0477308973015359
69,0.04463973519081272,0.04526897699054804,0.047298394230301445
70,0.044666977617369506,0.04544844044282437,0.047588699932751825
