train_size,rmse_ols,rmse_rf,rmse_xgb
10,437.86452590167323,0.046875767524590634,0.05218388184364215
11,0.40105343974732294,0.04657916776443687,0.051278169417449275
12,0.15249235160108604,0.04650252757482476,0.050697466348802435
13,0.11449189033798017,0.0465318818676133,0.05035398216735359
14,0.09487327744054813,0.04621948200815121,0.04988274666705061
15,0.08376438527878644,0.04642459349476901,0.049498991169728064
16,0.07808468946110719,0.04615769187750884,0.04984338458257547
17,0.07232115657906564,0.04615857773431766,0.0500527967542108
18,0.06936807343748708,0.04596704270614033,0.049075089791855965
19,0.06670422864804777,0.04593263926806041,0.04908913996045966
20,0.06462174857596009,0.04612732918351093,0.049342060558307664
21,0.06317202185010999,0.04584678929379803,0.049090386742980274
22,0.06195491629150684,0.04580824861781648,0.04847679025959848
23,0.059664792689727394,0.04570223414260265,0.049324050084992466
24,0.05880710982135214,0.045965273957503404,0.048465309848324145
25,0.057293632593709384,0.04589544264922007,0.04910765863764803
26,0.05660079051930856,0.045887050818714234,0.04821372353725376
27,0.05589521362062277,0.045781701344482624,0.04849049010681883
28,0.055457441879054874,0.04554682985794937,0.04838133001675888
29,0.05435628512506892,0.04576774748873649,0.048069663900208615
30,0.05361100205742438,0.04566795126159671,0.048502140108392926
31,0.053009819891055056,0.04565520199998949,0.048679914810503475
32,0.0520082353936531,0.04558649093051938,0.04823403965545995
33,0.051814114256138855,0.045626458656659444,0.0482099200593604
34,0.051648577443881655,0.04563890583879656,0.048044565526214174
35,0.05154316510777973,0.04546905893114112,0.0481673702810353
36,0.05125839345179082,0.045532592539281325,0.047868139826546134
37,0.05045024496105686,0.04544589643676882,0.04794774382944913
38,0.049808898214452155,0.04530035768952565,0.04788129184169485
39,0.04936049692825224,0.04544992626240083,0.04787493649921182
40,0.04906767993814189,0.04542722162946322,0.047792005215565724
41,0.04878415345209008,0.04550888465085164,0.047716177320342536
42,0.048460936493941044,0.04545002178566755,0.04772023551706773
43,0.04824485916508189,0.04522122043789099,0.04748579902169668
44,0.047926437970897684,0.045227604986958214,0.04770368408122684
45,0.04748503407548369,0.04501056497736006,0.047380978251910816
46,0.047468904587299195,0.04536009316447947,0.047586703100653535
47,0.04733520336344883,0.04516962801912725,0.0481037733176424
48,0.04717285840982211,0.04546460528742418,0.04743452585232071
49,0.04703744895909388,0.04530243412169822,0.047621657495747496
50,0.04661697486218837,0.04489897277005657,0.04755400140458378
51,0.04648336226757075,0.045194452404792126,0.04740259445081016
52,0.046413820095572995,0.04503663339410965,0.047351442290702817
53,0.04639597102353921,0.04512996069753136,0.04752849711316284
54,0.04638773983370817,0.04538568477120947,0.04742004336770422
55,0.046227980924065666,0.04521032896090921,0.047465802273665494
56,0.04603975391659945,0.04515344096912617,0.0473176220992165
57,0.045933656382023076,0.045322001611407536,0.04743996251229529
58,0.045798012156171776,0.04517221621901947,0.047500231212721344
59,0.045571627971166075,0.04499768355509456,0.047489792863655955
60,0.04546687194436759,0.04503878096109012,0.047112377829750675
61,0.045290081177918,0.04499942380086062,0.04721817593583489
62,0.04517539301265016,0.04534641455401723,0.04677323762793725
63,0.045179749912990556,0.04533547234981906,0.047465957704394136
64,0.0450816881422682,0.04558700757328302,0.04746025210666618
65,0.04494809617499022,0.045228779734465804,0.04718813605522626
66,0.04485483339304572,0.045559373877001375,0.04764642522862579
67,0.04488428782392423,0.04519128385607329,0.04715708017938284
68,0.0447304424473341,0.04520193646429397,0.04730344443344406
69,0.044623462815822766,0.04512455455937686,0.047289253395643494
70,0.04462077398365721,0.04531587157032818,0.0472084740727399
