train_size,rmse_ols,rmse_rf,rmse_xgb
10,8.247490834022148,0.04714897141616087,0.05185918744148211
11,0.37118572079655016,0.04654502472939811,0.05082335208891148
12,0.17395166467453888,0.04655775248247673,0.05044694761354248
13,0.13164515183445905,0.04678591302715343,0.05003736522974081
14,0.11065665212716456,0.046347357345761044,0.049839097029282006
15,0.09436755724421889,0.046635603995683186,0.049615008037879806
16,0.0850298481906788,0.04635918936983709,0.049628468170223525
17,0.07937335091769904,0.04665940342406189,0.0500468163991769
18,0.07574541738059777,0.04628336368432183,0.04936521553753589
19,0.07120968668524782,0.04648058226040867,0.049416832294174554
20,0.0696776107230067,0.046600182689749095,0.0495829632877844
21,0.06779434916738707,0.04623234840796009,0.04917037906413288
22,0.06575903569580542,0.046099159730992656,0.048652038799019866
23,0.062122548538667326,0.045629011472620315,0.04915256056813781
24,0.0610098194823218,0.04615764051379261,0.048415684123120306
25,0.0592581423516532,0.045968327414780165,0.04883984704769677
26,0.05861269455896333,0.04617272890771097,0.04857441773287654
27,0.05758202331388573,0.045882332827103425,0.048715833851303306
28,0.05738537244017704,0.04572710767485056,0.048889444770358524
29,0.05630147255776894,0.04591436624571429,0.048333444994727935
30,0.05542681804687977,0.04579578808967695,0.04849855796057165
31,0.05475987004435852,0.045746820552622386,0.04860841757851118
32,0.05379269040483482,0.04583266093771277,0.04847489193726969
33,0.0535923086071947,0.04593069797165806,0.04853006870231263
34,0.053363370198066855,0.04594774914755636,0.048421766435779987
35,0.05303269649551579,0.04578800285743568,0.048129570109204545
36,0.052445881673534214,0.04572230241392634,0.04802531798687177
37,0.051478519817079633,0.04580168606081426,0.048282411858583625
38,0.05120564068797688,0.04575187746480212,0.04770087773051655
39,0.05049342290994088,0.04586478061304675,0.04802649989415774
40,0.05032250018778716,0.045978659843109664,0.047660243871631466
41,0.05002328280729662,0.04587145336783198,0.04772442822013458
42,0.04971763875500924,0.04592395134358589,0.048079521810844635
43,0.04946136207824756,0.04564064253849278,0.04756088465714918
44,0.04924503675529054,0.045617255661931345,0.048003636420193854
45,0.04859673289723547,0.045597080341250824,0.04798775328040719
46,0.04849325457819063,0.04570352279104914,0.04802239897058927
47,0.04813592194225303,0.04567955977286616,0.048117428092057726
48,0.0480433802261288,0.04585513306403749,0.047697469344778066
49,0.047898636758359404,0.04592414945595004,0.04817962512486056
50,0.0474886175453734,0.045641042228077765,0.04842436112236958
51,0.04734642057629722,0.04583880543617982,0.048151021134263124
52,0.047325113743023534,0.04557165458209153,0.04802698032380985
53,0.04736993080274682,0.04570711191085201,0.04813908335104946
54,0.04732101282972916,0.04611440458454294,0.04800532149105086
55,0.04710374542937843,0.04586003300159316,0.04806490071893422
56,0.04684293207381082,0.04594791234994421,0.0477508447392291
57,0.046813300597722415,0.04593749012611522,0.048054783821928286
58,0.04657197119849653,0.04557640379672387,0.04809561066031384
59,0.04622726418641852,0.04556337577688695,0.04775090728655612
60,0.0461768644657978,0.04556759372730865,0.04767581293023568
61,0.0459086008984301,0.045460406953483794,0.04758713673183554
62,0.045806140148279585,0.04586778971926317,0.04726808043114081
63,0.04577632722026867,0.04563428167551698,0.04720987173048177
64,0.04561542323332512,0.04566876095429543,0.04765747078425375
65,0.04551185244352892,0.04569636962266997,0.04745502186364376
66,0.04541276823271691,0.04596390719210387,0.048293897196583904
67,0.04540165553316003,0.04545558297505401,0.04779147525097851
68,0.04526362431967427,0.04568345564889919,0.04747152832155565
69,0.045133306985479994,0.0454532222622544,0.04741661332301961
70,0.045091244309326345,0.045788976971296476,0.047182894553069975
